"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"NPU-Based Image Compositing in a Distributed Visualization System","D. Pugmire; L. Monroe; C. Connor Davenport; A. DuBois; D. DuBois; S. Poole","Los Alamos National Laboratory, MS T080, Los Alamos, NM 87545; Los Alamos National Laboratory, MS T080, Los Alamos, NM 87545; Los Alamos National Laboratory, MS B255, Los Alamos, NM 87545; Los Alamos National Laboratory, MS B255, Los Alamos, NM 87545; Los Alamos National Laboratory, MS B255, Los Alamos, NM 87545; Oak Ridge National Laboratory, PO Box 2008 MS6164, Oak Ridge, TN 37831","IEEE Transactions on Visualization and Computer Graphics","20 Aug 2007","2007","13","4","798","809","This paper describes the first use of a Network Processing Unit (NPU) to perform hardware-based image composition in a distributed rendering system. The image composition step is a notorious bottleneck in a clustered rendering system. Furthermore, image compositing algorithms do not necessarily scale as data size and number of nodes increase. Previous researchers have addressed the composition problem via software and/or custom-built hardware. We used the heterogeneous multicore computation architecture of the Intel IXP28XX NPU, a fully programmable commercial off-the-shelf (COTS) technology, to perform the image composition step. With this design, we have attained a nearly four-times performance increase over traditional software-based compositing methods, achieving sustained compositing rates of 22-28 fps on a 1,024 \times 1,024 image. This system is fully scalable with a negligible penalty in frame rate, is entirely COTS, and is flexible with regard to operating system, rendering software, graphics cards, and node architecture. The NPU-based compositor has the additional advantage of being a modular compositing component that is eminently suitable for integration into existing distributed software visualization packages.","1941-0506","","10.1109/TVCG.2007.1026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4293022","Hardware-assisted image compositing;high-performance computing;image compositing;Network Processing Unit;parallel rendering;PC clusters;visualization;volume rendering.","Rendering (computer graphics);Computer architecture;Data visualization;Clustering algorithms;Hardware;Multicore processing;Operating systems;Software systems;Graphics;Software packages","computer graphic equipment;data visualisation;distributed processing;image processing;rendering (computer graphics);software packages","distributed visualization system;network processing unit;hardware-based image composition;distributed rendering system;clustered rendering system;Intel IXP28XX NPU;commercial off-the-shelf technology;operating system;rendering software;graphics cards;node architecture;distributed software visualization packages","Algorithms;Computer Communication Networks;Computer Graphics;Equipment Design;Equipment Failure Analysis;Image Enhancement;Image Enhancement;Image Interpretation, Computer-Assisted;Image Interpretation, Computer-Assisted;Imaging, Three-Dimensional;Imaging, Three-Dimensional;Signal Processing, Computer-Assisted","9","","34","USGov","20 Aug 2007","","","IEEE","IEEE Journals"
"OoDAnalyzer: Interactive Analysis of Out-of-Distribution Samples","C. Chen; J. Yuan; Y. Lu; Y. Liu; H. Su; S. Yuan; S. Liu","Department of Computer Science & Technology, BNRist, School of Software, Tsinghua University, Haidian, Beijing, China; Department of Computer Science & Technology, BNRist, School of Software, Tsinghua University, Haidian, Beijing, China; BloombergL.P, New York, NY, USA; Microsoft Research Asia, Haidian, Beijing, China; Department of Computer Science & Technology, BNRist, School of Software, Tsinghua University, Haidian, Beijing, China; First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu, China; Department of Computer Science & Technology, BNRist, School of Software, Tsinghua University, Haidian, Beijing, China","IEEE Transactions on Visualization and Computer Graphics","27 May 2021","2021","27","7","3335","3349","One major cause of performance degradation in predictive models is that the test samples are not well covered by the training data. Such not well-represented samples are called OoD samples. In this article, we propose OoDAnalyzer, a visual analysis approach for interactively identifying OoD samples and explaining them in context. Our approach integrates an ensemble OoD detection method and a grid-based visualization. The detection method is improved from deep ensembles by combining more features with algorithms in the same family. To better analyze and understand the OoD samples in context, we have developed a novel <i>k</i>NN-based grid layout algorithm motivated by Hall's theorem. The algorithm approximates the optimal layout and has O(<i>k</i>N<sup>2</sup>)O(<i>k</i>N<sup>2</sup>) time complexity, faster than the grid layout algorithm with overall best performance but O(N<sup>3</sup>)O(N<sup>3</sup>) time complexity. Quantitative evaluation and case studies were performed on several datasets to demonstrate the effectiveness and usefulness of OoDAnalyzer.","1941-0506","","10.1109/TVCG.2020.2973258","National Key Research and Development Program of China(grant numbers:2018YFB1004300); National Natural Science Foundation of China(grant numbers:61936002,61761136020,61672308); Tsinghua University; National Key Research and Development Program of China(grant numbers:2017YFA0700904); NSFC Projects(grant numbers:61620106010,61621136008); JP Morgan Faculty Research Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8994105","Out-of-Distribution detection;grid layout;interactive visualization","Training;Layout;Visualization;Dogs;Feature extraction;Approximation algorithms;Cats","computational complexity;data analysis;data visualisation;graph theory;interactive systems;optimisation","OoDAnalyzer;out-of-distribution samples;OoD samples;visual analysis approach;ensemble OoD detection method;grid-based visualization;NN-based grid;grid layout algorithm","","9","","67","IEEE","11 Feb 2020","","","IEEE","IEEE Journals"
"PieceStack: Toward Better Understanding of Stacked Graphs","T. Wu; Y. Wu; C. Shi; H. Qu; W. Cui","Hong Kong University of Science and Technology, Hong Kong; State Key Lab of CAD & CG, Zhejiang University, Zhejiang, China; IBM T.J, Watson Research Center, NY; Hong Kong University of Science and Technology, Hong Kong; Microsoft Research","IEEE Transactions on Visualization and Computer Graphics","28 Apr 2016","2016","22","6","1640","1651","Stacked graphs have been widely adopted in various fields, because they are capable of hierarchically visualizing a set of temporal sequences as well as their aggregation. However, because of visual illusion issues, connections between overly-detailed individual layers and overly-generalized aggregation are intercepted. Consequently, information in this area has yet to be fully excavated. Thus, we present PieceStack in this paper, to reveal the relevance of stacked graphs in understanding intrinsic details of their displayed shapes. This new visual analytic design interprets the ways through which aggregations are generated with individual layers by interactively splitting and re-constructing the stacked graphs. A clustering algorithm is designed to partition stacked graphs into sub-aggregated pieces based on trend similarities of layers. We then visualize the pieces with augmented encoding to help analysts decompose and explore the graphs with respect to their interests. Case studies and a user study are conducted to demonstrate the usefulness of our technique in understanding the formation of stacked graphs.","1941-0506","","10.1109/TVCG.2016.2534518","National 973 Program of China(grant numbers:2015CB352503); NSFC(grant numbers:61502416); RGC; GRF(grant numbers:618313); Microsoft Research Asia; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7419266","Statistical graphics;Time series visualization;Stacked graphs;Statistical graphics;time series visualization;stacked graphs","Shape;Visualization;Market research;Time series analysis;Clustering algorithms;Algorithm design and analysis;Trajectory","graph theory;pattern clustering","PieceStack;stacked graphs;temporal sequences;visual illusion issues;overly-detailed individual layers;overly-generalized aggregation;visual analytic design;clustering algorithm;augmented encoding","","9","","36","IEEE","24 Feb 2016","","","IEEE","IEEE Journals"
"RIVA: a versatile parallel rendering system for interactive scientific visualization","P. P. Li; W. H. Duquette; D. W. Curkendall","Autom. & Scheduling Technol. Group, Jet Propulsion Lab., Pasadena, CA, USA; Autom. & Scheduling Technol. Group, Jet Propulsion Lab., Pasadena, CA, USA; Autom. & Scheduling Technol. Group, Jet Propulsion Lab., Pasadena, CA, USA","IEEE Transactions on Visualization and Computer Graphics","6 Aug 2002","1996","2","3","186","201","JPL's Remote Interactive Visualization and Analysis System (RIVA) is described in detail. The RIVA system integrates workstation graphics, massively parallel computing technology, and gigabit communication networks to provide a flexible interactive environment for scientific data perusal, analysis, and visualization, RIVA's kernel is a highly scalable parallel perspective renderer tailored especially for the demands of large datasets beyond the sensible reach of workstations. Early experience with using RIVA to interactively explore and process multivariate, multiresolution datasets is reported; several examples using data from a variety of remote sensing instruments are discussed in detail and the results shown. Particular attention is placed on describing the algorithmic details of RIVA's parallel renderer kernel, with emphasis on the key aspects of achieving the algorithm's overall scalability. The paper summarizes the performance achieved for machine sizes up to more than 500 nodes and for initial input image/terrain bases in the 2 Gbyte range.","1941-0506","","10.1109/2945.537303","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=537303","","Rendering (computer graphics);Data visualization;Workstations;Kernel;Graphics;Parallel processing;Communications technology;Communication networks;Data analysis;Remote sensing","rendering (computer graphics);data visualisation;parallel programming","RIVA;parallel rendering system;interactive scientific visualization;workstation graphics;massively parallel computing;gigabit communication network;perspective renderer","","9","8","14","","6 Aug 2002","","","IEEE","IEEE Journals"
"Sociotechnical Considerations for Accessible Visualization Design","A. Lundgard; C. Lee; A. Satyanarayan",MIT CSAIL; MIT HASTS; MIT CSAIL,"2019 IEEE Visualization Conference (VIS)","19 Dec 2019","2019","","","16","20","Accessibility-the process of designing for people with disabilities (PWD)-is an important but under-explored challenge in the visualization research community. Without careful attention, and if PWD are not included as equal participants throughout the process, there is a danger of perpetuating a vision-first approach to accessible design that marginalizes the lived experience of disability (e.g., by creating overly simplistic ""sensory translations"" that map visual to non-visual modalities in a one-to-one fashion). In this paper, we present a set of sociotechnical considerations for research in accessible visualization design, drawing on literature in disability studies, tactile information systems, and participatory methods. We identify that using state-of-the-art technologies may introduce more barriers to access than they remove, and that expectations of research novelty may not produce outcomes well-aligned with the needs of disability communities. Instead, to promote a more inclusive design process, we emphasize the importance of clearly communicating goals, following existing accessibility guidelines, and treating PWD as equal participants who are compensated for their specialized skills. To illustrate how these considerations can be applied in practice, we discuss a case study of an inclusive design workshop held in collaboration with the Perkins School for the Blind.","","978-1-7281-4941-7","10.1109/VISUAL.2019.8933762","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8933762","Human-centered computing;Visualization;Visualization design and evaluation methods;Accessibility;Accessibility technologies","Biological system modeling;Visualization;Guidelines;Data visualization;Medical diagnostic imaging;Human computer interaction","data visualisation;handicapped aids;human computer interaction;user interfaces","PWD;visualization research community;nonvisual modalities;sociotechnical considerations;accessible visualization design;disability communities;inclusive design workshop;people with disabilities","","9","","44","","19 Dec 2019","","","IEEE","IEEE Conferences"
"Temporal Treemaps: Static Visualization of Evolving Trees","W. Köpp; T. Weinkauf","KTH Royal Institute of Technology, Stockholm, Sweden; KTH Royal Institute of Technology, Stockholm, Sweden","IEEE Transactions on Visualization and Computer Graphics","7 Dec 2018","2019","25","1","534","543","We consider temporally evolving trees with changing topology and data: tree nodes may persist for a time range, merge or split, and the associated data may change. Essentially, one can think of this as a time series of trees with a node correspondence per hierarchy level between consecutive time steps. Existing visualization approaches for such data include animated 2D treemaps, where the dynamically changing layout makes it difficult to observe the data in its entirety. We present a method to visualize this dynamic data in a static, nested, and space-filling visualization. This is based on two major contributions: First, the layout constitutes a graph drawing problem. We approach it for the entire time span at once using a combination of a heuristic and simulated annealing. Second, we propose a rendering that emphasizes the hierarchy through an adaption of the classic cushion treemaps. We showcase the wide range of applicability using data from feature tracking in time-dependent scalar fields, evolution of file system hierarchies, and world population.","1941-0506","","10.1109/TVCG.2018.2865265","SSF; SeRC; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8443124","Treemaps;Temporal trees","Layout;Data visualization;Rendering (computer graphics);Time series analysis;Topology;Regression tree analysis;Two dimensional displays","computer animation;data visualisation;tree data structures;trees (mathematics)","file system hierarchies;temporal treemaps;changing topology;tree nodes;associated data;time series;node correspondence;hierarchy level;consecutive time steps;visualization approaches;dynamic data;static space-filling visualization;graph drawing problem;classic cushion treemaps;time-dependent scalar fields;nested space-filling visualization;feature tracking","","9","","40","IEEE","21 Aug 2018","","","IEEE","IEEE Journals"
"Towards Zero-Waste Furniture Design","B. Koo; J. Hergel; S. Lefebvre; N. J. Mitra","University College London, London, United Kingdom; INRIA Nancy, Villers-lés-Nancy, France; INRIA Nancy, Villers-lés-Nancy, France; University College London, London, United Kingdom","IEEE Transactions on Visualization and Computer Graphics","30 Oct 2017","2017","23","12","2627","2640","In traditional design, shapes are first conceived, and then fabricated. While this decoupling simplifies the design process, it can result in unwanted material wastage, especially where off-cut pieces are hard to reuse. In absence of explicit feedback on material usage, the designer remains helpless to effectively adapt the design - even when design variabilities exist. We investigate waste minimizing furniture design wherein based on the current design, the user is presented with design variations that result in less wastage of materials. Technically, we dynamically analyze material space layout to determine which parts to change and how , while maintaining original design intent specified in the form of design constraints. We evaluate the approach on various design scenarios, and demonstrate effective material usage that is difficult, if not impossible, to achieve without computational support.","1941-0506","","10.1109/TVCG.2016.2633519","ERC(grant numbers:StG-2012- 307877,StG-2013-335373); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7762730","","Shape analysis;Solid modeling;Three-dimensional displays;Algorithm design and analysis;Fabrication;Two dimensional displays","CAD;design engineering;feedback;furniture;furniture industry;industrial waste;optimisation;product design;recycling","design constraints;design scenarios;traditional design;design process;unwanted material wastage;off-cut pieces;explicit feedback;design variabilities;waste minimizing furniture design;current design;design variations;material space layout;material usage;zero-waste furniture design","","9","","35","IEEE","1 Dec 2016","","","IEEE","IEEE Journals"
"Visual Genealogy of Deep Neural Networks","Q. Wang; J. Yuan; S. Chen; H. Su; H. Qu; S. Liu","Hong Kong University of Science and Technology, Kowloon, Hong Kong; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Hong Kong University of Science and Technology, Kowloon, Hong Kong; Tsinghua University, Beijing, China","IEEE Transactions on Visualization and Computer Graphics","30 Sep 2020","2020","26","11","3340","3352","A comprehensive and comprehensible summary of existing deep neural networks (DNNs) helps practitioners understand the behaviour and evolution of DNNs, offers insights for architecture optimization, and sheds light on the working mechanisms of DNNs. However, this summary is hard to obtain because of the complexity and diversity of DNN architectures. To address this issue, we develop DNN Genealogy, an interactive visualization tool, to offer a visual summary of representative DNNs and their evolutionary relationships. DNN Genealogy enables users to learn DNNs from multiple aspects, including architecture, performance, and evolutionary relationships. Central to this tool is a systematic analysis and visualization of 66 representative DNNs based on our analysis of 140 papers. A directed acyclic graph is used to illustrate the evolutionary relationships among these DNNs and highlight the representative DNNs. A focus + context visualization is developed to orient users during their exploration. A set of network glyphs is used in the graph to facilitate the understanding and comparing of DNNs in the context of the evolution. Case studies demonstrate that DNN Genealogy provides helpful guidance in understanding, applying, and optimizing DNNs. DNN Genealogy is extensible and will continue to be updated to reflect future advances in DNNs.","1941-0506","","10.1109/TVCG.2019.2921323","National Key R&D Program of China(grant numbers:2018YFB1004300); National Natural Science Foundation of China(grant numbers:61761136020,61672308); HK TRS(grant numbers:T41-709/17N); HK RGC(grant numbers:GRF 16213317); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8732351","Interactive visual summary;information visualization;educational tool;deep neural networks","Visualization;Computer architecture;Tools;Neural networks;Interviews;Task analysis;Deep learning","data visualisation;directed graphs;learning (artificial intelligence);neural net architecture","deep neural networks;comprehensive summary;architecture optimization;DNN architectures;DNN Genealogy;interactive visualization tool;visual summary;evolutionary relationships;representative DNNs;context visualization;visual genealogy","","9","","69","IEEE","6 Jun 2019","","","IEEE","IEEE Journals"
"Visualization of Graph Products","S. Jänicke; C. Heine; M. Hellmuth; P. F. Stadler; G. Scheuermann","Institute for Computer Science, University of Leipzig, Germany; Institute for Computer Science, University of Leipzig, Germany; Institute for Computer Science, University of Leipzig, Germany; Institute for Computer Science, University of Leipzig, Germany; Institute for Computer Science, University of Leipzig, Germany","IEEE Transactions on Visualization and Computer Graphics","28 Oct 2010","2010","16","6","1082","1089","Graphs are a versatile structure and abstraction for binary relationships between objects. To gain insight into such relationships, their corresponding graph can be visualized. In the past, many classes of graphs have been defined, e.g. trees, planar graphs, directed acyclic graphs, and visualization algorithms were proposed for these classes. Although many graphs may only be classified as ""general"" graphs, they can contain substructures that belong to a certain class. Archambault proposed the TopoLayout framework: rather than draw any arbitrary graph using one method, split the graph into components that are homogeneous with respect to one graph class and then draw each component with an algorithm best suited for this class. Graph products constitute a class that arises frequently in graph theory, but for which no visualization algorithm has been proposed until now. In this paper, we present an algorithm for drawing graph products and the aesthetic criterion graph product's drawings are subject to. We show that the popular High-Dimensional Embedder approach applied to cartesian products already respects this aestetic criterion, but has disadvantages. We also present how our method is integrated as a new component into the TopoLayout framework. Our implementation is used for further research of graph products in a biological context.","1941-0506","","10.1109/TVCG.2010.217","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5613446","Graph drawing;graph products;TopoLayout.","Layout;Visualization;Image edge detection;Springs;Complexity theory;Signal processing algorithms;Shape","data visualisation;graph theory","graph products visualization;versatile structure;binary relationships;trees;planar graphs;directed acyclic graphs;visualization algorithms;Archambault;TopoLayout framework;graph class;graph theory;high-dimensional embedder;Cartesian products","","9","","35","IEEE","28 Oct 2010","","","IEEE","IEEE Journals"
"Visualizing and Interacting with Kernelized Data","A. Barbosa; F. V. Paulovich; A. Paiva; S. Goldenstein; F. Petronetto; L. G. Nonato","Instituto de Computação e Matemática Computacional, Universidade de São Paulo, São Carlos-SP; Instituto de Computação e Matemática Computacional, Universidade de São Paulo, São Carlos-SP; Instituto de Computação e Matemática Computacional, Universidade de São Paulo, São Carlos-SP; Instituto de Computação, Universidade Estadual de Campinas, Campinas-SP; Departamento de Matemática, Universidade Federal do Espírito Santo, Vitória-ES; Instituto de Computação e Matemática Computacional, Universidade de São Paulo, São Carlos-SP","IEEE Transactions on Visualization and Computer Graphics","27 Jan 2016","2016","22","3","1314","1325","Kernel-based methods have experienced a substantial progress in the last years, tuning out an essential mechanism for data classification, clustering and pattern recognition. The effectiveness of kernel-based techniques, though, depends largely on the capability of the underlying kernel to properly embed data in the feature space associated to the kernel. However, visualizing how a kernel embeds the data in a feature space is not so straightforward, as the embedding map and the feature space are implicitly defined by the kernel. In this work, we present a novel technique to visualize the action of a kernel, that is, how the kernel embeds data into a high-dimensional feature space. The proposed methodology relies on a solid mathematical formulation to map kernelized data onto a visual space. Our approach is faster and more accurate than most existing methods while still allowing interactive manipulation of the projection layout, a game-changing trait that other kernel-based projection techniques do not have.","1941-0506","","10.1109/TVCG.2015.2464797","FAPESP(grant numbers:#2011/22749–8,#2013/19760–5,#2014/09546–9); CNPq(grant numbers:#302643/2013–3); CAPES; Samsung; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7180398","Multidimensional Projection;Visualization;Kernel Methods;Multidimensional projection;visualization;kernel methods","Kernel;Visualization;Data visualization;Layout;Force;Stress;Eigenvalues and eigenfunctions","data visualisation;pattern classification;pattern clustering","kernel-based projection techniques;game-changing trait;projection layout;interactive manipulation;visual space;solid mathematical formulation;high-dimensional feature space;embedding map;kernel-based techniques;pattern recognition;clustering;data classification;kernel-based methods;kernelized data","","9","","43","IEEE","5 Aug 2015","","","IEEE","IEEE Journals"
"A Data-Driven Approach for Furniture and Indoor Scene Colorization","J. Zhu; Y. Guo; H. Ma","National Key Lab for Novel Software Technology, Nanjing University, Nanjing, Jiangsu, China; National Key Lab for Novel Software Technology, Nanjing University, Nanjing, Jiangsu, China; National Key Lab for Novel Software Technology, Nanjing University, Nanjing, Jiangsu, China","IEEE Transactions on Visualization and Computer Graphics","30 Jul 2018","2018","24","9","2473","2486","We present a data-driven approach that colorizes 3D furniture models and indoor scenes by leveraging indoor images on the internet. Our approach is able to colorize the furniture automatically according to an example image. The core is to learn image-guided mesh segmentation to segment the model into different parts according to the image object. Given an indoor scene, the system supports colorization-by-example, and has the ability to recommend the colorization scheme that is consistent with a user-desired color theme. The latter is realized by formulating the problem as a Markov random field model that imposes user input as an additional constraint. Our system is able to imitate the colorization results for those scenes containing the same type of objects, but with spatially varied patterns. We contribute to the community a hierarchically organized image-model database with correspondences between each image and the corresponding model at the part-level. Our experiments and a user study show that our system produces perceptually convincing results comparable to those generated by interior designers.","1941-0506","","10.1109/TVCG.2017.2753255","National Natural Science Foundation of China(grant numbers:61373059,61672279,61772257); Natural Science Foundation of Jiangsu Province(grant numbers:BK20150016); Fundamental Research Funds for the Central Universities(grant numbers:14380034/4-3); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8039524","Colorization;interior design;data-driven approach;mesh segmentation","Image color analysis;Three-dimensional displays;Image segmentation;Solid modeling;Databases;Layout;Computational modeling","computer graphics;furniture;image colour analysis;image segmentation;Markov processes;mesh generation;visual databases","example image;image-guided mesh segmentation;image object;colorization-by-example;colorization scheme;user-desired color theme;Markov random field model;colorization results;hierarchically organized image-model database;data-driven approach;furniture;indoor scene colorization;indoor images;interior designers","","8","","43","IEEE","18 Sep 2017","","","IEEE","IEEE Journals"
"A Structural Average of Labeled Merge Trees for Uncertainty Visualization","L. Yan; Y. Wang; E. Munch; E. Gasparovic; B. Wang",University of Utah; Ohio State University; Michigan State University; Union College; University of Utah,"IEEE Transactions on Visualization and Computer Graphics","25 Nov 2019","2020","26","1","832","842","Physical phenomena in science and engineering are frequently modeled using scalar fields. In scalar field topology, graph-based topological descriptors such as merge trees, contour trees, and Reeb graphs are commonly used to characterize topological changes in the (sub)level sets of scalar fields. One of the biggest challenges and opportunities to advance topology-based visualization is to understand and incorporate uncertainty into such topological descriptors to effectively reason about their underlying data. In this paper, we study a structural average of a set of labeled merge trees and use it to encode uncertainty in data. Specifically, we compute a 1-center tree that minimizes its maximum distance to any other tree in the set under a well-defined metric called the interleaving distance. We provide heuristic strategies that compute structural averages of merge trees whose labels do not fully agree. We further provide an interactive visualization system that resembles a numerical calculator that takes as input a set of merge trees and outputs a tree as their structural average. We also highlight structural similarities between the input and the average and incorporate uncertainty information for visual exploration. We develop a novel measure of uncertainty, referred to as consistency, via a metric-space view of the input trees. Finally, we demonstrate an application of our framework through merge trees that arise from ensembles of scalar fields. Our work is the first to employ interleaving distances and consistency to study a global, mathematically rigorous, structural average of merge trees in the context of uncertainty visualization.","1941-0506","","10.1109/TVCG.2019.2934242","NSF(grant numbers:CCF-1740761,CCF-1907591,CMMI-1562012,DBI-1661375,IIS-1513616,RI-1815697,DMS-1547357); NIH(grant numbers:R01EB022899,1R01EB022876); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8794553","Topological data analysis;uncertainty visualization;merge trees","Uncertainty;Data visualization;Vegetation;Topology;Visualization;Measurement uncertainty","computational geometry;data analysis;data visualisation;interactive systems;trees (mathematics)","structural average;labeled merge trees;uncertainty visualization;scalar field topology;graph-based topological descriptors;topology-based visualization;1-center tree;interleaving distance;interactive visualization system;topological data analysis;topological data visualization","","8","","81","IEEE","12 Aug 2019","","","IEEE","IEEE Journals"
"A Visual Analytics Framework for Spatiotemporal Trade Network Analysis","H. Wang; Y. Lu; S. T. Shutters; M. Steptoe; F. Wang; S. Landis; R. Maciejewski",Arizona State University; Arizona State University; Arizona State University; Arizona State University; GE Global Research; University of Nevada; Arizona State University,"IEEE Transactions on Visualization and Computer Graphics","7 Dec 2018","2019","25","1","331","341","Economic globalization is increasing connectedness among regions of the world, creating complex interdependencies within various supply chains. Recent studies have indicated that changes and disruptions within such networks can serve as indicators for increased risks of violence and armed conflicts. This is especially true of countries that may not be able to compete for scarce commodities during supply shocks. Thus, network-induced vulnerability to supply disruption is typically exported from wealthier populations to disadvantaged populations. As such, researchers and stakeholders concerned with supply chains, political science, environmental studies, etc. need tools to explore the complex dynamics within global trade networks and how the structure of these networks relates to regional instability. However, the multivariate, spatiotemporal nature of the network structure creates a bottleneck in the extraction and analysis of correlations and anomalies for exploratory data analysis and hypothesis generation. Working closely with experts in political science and sustainability, we have developed a highly coordinated, multi-view framework that utilizes anomaly detection, network analytics, and spatiotemporal visualization methods for exploring the relationship between global trade networks and regional instability. Requirements for analysis and initial research questions to be investigated are elicited from domain experts, and a variety of visual encoding techniques for rapid assessment of analysis and correlations between trade goods, network patterns, and time series signatures are explored. We demonstrate the application of our framework through case studies focusing on armed conflicts in Africa, regional instability measures, and their relationship to international global trade.","1941-0506","","10.1109/TVCG.2018.2864844","U.S. Department of Homeland Security(grant numbers:2017-ST-061-QA0001); National Science Foundation(grant numbers:1350573,1639227); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8440040","Global trade network;anomaly detection;visual analytics","Data visualization;Visual analytics;Correlation;Anomaly detection;Time series analysis;Spatiotemporal phenomena","data analysis;data visualisation;economics;financial data processing;globalisation;international trade;time series","regional instability measures;international global trade;visual analytics framework;spatiotemporal trade network analysis;economic globalization;supply chains;supply shocks;network-induced vulnerability;political science;environmental studies;global trade networks;multivariate nature;spatiotemporal nature;network structure;exploratory data analysis;multiview framework;network analytics;spatiotemporal visualization methods;visual encoding techniques;trade goods","","8","","82","IEEE","19 Aug 2018","","","IEEE","IEEE Journals"
"Biased Average Position Estimates in Line and Bar Graphs: Underestimation, Overestimation, and Perceptual Pull","C. Xiong; C. R. Ceja; C. J. H. Ludwig; S. Franconeri",Northwestern University; Northwestern University; University of Bristol; Northwestern University,"IEEE Transactions on Visualization and Computer Graphics","25 Nov 2019","2020","26","1","301","310","In visual depictions of data, position (i.e., the vertical height of a line or a bar) is believed to be the most precise way to encode information compared to other encodings (e.g., hue). Not only are other encodings less precise than position, but they can also be prone to systematic biases (e.g., color category boundaries can distort perceived differences between hues). By comparison, position's high level of precision may seem to protect it from such biases. In contrast, across three empirical studies, we show that while position may be a precise form of data encoding, it can also produce systematic biases in how values are visually encoded, at least for reports of average position across a short delay. In displays with a single line or a single set of bars, reports of average positions were significantly biased, such that line positions were underestimated and bar positions were overestimated. In displays with multiple data series (i.e., multiple lines and/or sets of bars), this systematic bias still persisted. We also observed an effect of “perceptual pull”, where the average position estimate for each series was `pulled' toward the other. These findings suggest that, although position may still be the most precise form of visual data encoding, it can also be systematically biased.","1941-0506","","10.1109/TVCG.2019.2934400","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8805427","Perceptual biases;perception and cognition;cue combination;bar graphs;line graphs;position estimation","Bars;Data visualization;Visualization;Encoding;Systematics;Image color analysis;Task analysis","data visualisation;estimation theory;graph theory;image colour analysis","multiple data series;systematic bias;perceptual pull;visual data encoding;bar graphs;overestimation;color category boundaries;line positions;bar positions;biased average position estimation","","8","","34","IEEE","19 Aug 2019","","","IEEE","IEEE Journals"
"Binary Mesh Partitioning for Cache-Efficient Visualization","M. Tchiboukdjian; V. Danjean; B. Raffin","CNRS and CEA/DAM, DIF, ENSIGMAG-Antenne de Montbonnot, Montbonnot Saint Martin; Grenoble Universités and LIG, ENSIGMAG-Antenne de Montbonnot, Montbonnot Saint Martin; INRIA and LIG, ENSIGMAG-Antenne de Montbonnot, Montbonnot Saint Martin","IEEE Transactions on Visualization and Computer Graphics","8 Jul 2010","2010","16","5","815","828","One important bottleneck when visualizing large data sets is the data transfer between processor and memory. Cacheaware (CA) and cache-oblivious (CO) algorithms take into consideration the memory hierarchy to design cache efficient algorithms. CO approaches have the advantage to adapt to unknown and varying memory hierarchies. Recent CA and CO algorithms developed for 3D mesh layouts significantly improve performance of previous approaches, but they lack of theoretical performance guarantees. We present in this paper a O(N log N) algorithm to compute a CO layout for unstructured but well shaped meshes. We prove that a coherent traversal of a JV-size mesh in dimension d induces less than N/B + O(N/M<sup>1/d</sup>) cache-misses where B and M are the block size and the cache size, respectively. Experiments show that our layout computation is faster and significantly less memory consuming than the best known CO algorithm. Performance is comparable to this algorithm for classical visualization algorithm access patterns, or better when the BSP tree produced while computing the layout is used as an acceleration data structure adjusted to the layout. We also show that cache oblivious approaches lead to significant performance increases on recent GPU architectures.","1941-0506","","10.1109/TVCG.2010.19","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5383356","Cache-aware;cache-oblivious;mesh layouts;data locality;unstructured mesh;isosurface extraction.","Partitioning algorithms;Data visualization;Data structures;Data mining;Filling;Algorithm design and analysis;Acceleration;Tree data structures;Computer architecture;Isosurfaces","cache storage;data visualisation;mesh generation","binary mesh partitioning;cache efficient visualization;data transfer;cacheaware algorithms;cache oblivious algorithms;3D mesh layouts;data structure acceleration;GPU architectures","","8","","32","","15 Jan 2010","","","IEEE","IEEE Journals"
