"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"LassoNet: Deep Lasso-Selection of 3D Point Clouds","Z. Chen; W. Zeng; Z. Yang; L. Yu; C. -W. Fu; H. Qu","Hong Kong University of Science and Technology; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences; University of Groningen; Chinese University of Hong Kong; Hong Kong University of Science and Technology","IEEE Transactions on Visualization and Computer Graphics","25 Nov 2019","2020","26","1","195","204","Selection is a fundamental task in exploratory analysis and visualization of 3D point clouds. Prior researches on selection methods were developed mainly based on heuristics such as local point density, thus limiting their applicability in general data. Specific challenges root in the great variabilities implied by point clouds (e.g., dense vs. sparse), viewpoint (e.g., occluded vs. non-occluded), and lasso (e.g., small vs. large). In this work, we introduce LassoNet, a new deep neural network for lasso selection of 3D point clouds, attempting to learn a latent mapping from viewpoint and lasso to point cloud regions. To achieve this, we couple user-target points with viewpoint and lasso information through 3D coordinate transform and naive selection, and improve the method scalability via an intention filtering and farthest point sampling. A hierarchical network is trained using a dataset with over 30K lasso-selection records on two different point cloud data. We conduct a formal user study to compare LassoNet with two state-of-the-art lasso-selection methods. The evaluations confirm that our approach improves the selection effectiveness and efficiency across different combinations of 3D point clouds, viewpoints, and lasso selections.","1941-0506","","10.1109/TVCG.2019.2934332","National Natural Science Foundation of China(grant numbers:61802388,61602139); MSRA(grant numbers:MRA19EG02); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8805456","Point Clouds;Lasso Selection;Deep Learning","Three-dimensional displays;Two dimensional displays;Deep learning;Neural networks;Shape;Task analysis;Visualization","data visualisation;feature selection;learning (artificial intelligence);neural nets;sampling methods;stereo image processing","farthest point sampling;point cloud data;LassoNet;3D point cloud visualization;intention filtering;exploratory analysis;deep neural network;deep lasso selection;3D coordinate transform;naive selection;hierarchical network training;2D images;3D object space","","7","","43","IEEE","19 Aug 2019","","","IEEE","IEEE Journals"
"Learning Discriminative 3D Shape Representations by View Discerning Networks","B. Leng; C. Zhang; X. Zhou; C. Xu; K. Xu","School of Computer Science & Engineering, Beihang University, Beijing, P.R. China; School of Computer Science, Carnegie Mellon University, Pittsburgh, PA, USA; School of Engineering and Applied Science, Washington University in St. Louis, St. Louis, Missouri, MO, USA; School of Computer Science & Engineering, Beihang University, Beijing, P.R. China; School of Computer, National University of Defense Technology, Changsha, P.R. China","IEEE Transactions on Visualization and Computer Graphics","2 Sep 2019","2019","25","10","2896","2909","In view-based 3D shape recognition, extracting discriminative visual representation of 3D shapes from projected images is considered the core problem. Projections with low discriminative ability can adversely influence the final 3D shape representation. Especially under the real situations with background clutter and object occlusion, the adverse effect is even more severe. To resolve this problem, we propose a novel deep neural network, View Discerning Network, which learns to judge the quality of views and adjust their contributions to the representation of shapes. In this network, a Score Generation Unit is devised to evaluate the quality of each projected image with score vectors. These score vectors are used to weight the image features and the weighted features perform much better than original features in 3D shape recognition task. In particular, we introduce two structures of Score Generation Unit, Channel-wise Score Unit and Part-wise Score Unit, to assess the quality of feature maps from different perspectives. Our network aggregates features and scores in an end-to-end framework, so that final shape descriptors are directly obtained from its output. Our experiments on ModelNet and ShapeNet Core55 show that View Discerning Network outperforms the state-of-the-arts in terms of the retrieval task, with excellent robustness against background clutter and object occlusion.","1941-0506","","10.1109/TVCG.2018.2865317","National Natural Science Foundation of China(grant numbers:61472023,61532003,61572507,61622212); Beijing Municipal Natural Science Foundation(grant numbers:4182034); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8439008","View-based 3D shape recognition;convolutional neural network;image quality judgment","Shape;Three-dimensional displays;Feature extraction;Task analysis;Computational modeling;Clutter;Solid modeling","clutter;feature extraction;image representation;learning (artificial intelligence);neural nets;shape recognition","final 3D shape representation;discriminative visual representation;view-based 3D shape recognition;View Discerning networks;discriminative 3D shape representations;background clutter;final shape descriptors;network aggregates features;Part-wise Score Unit;Channel-wise Score Unit;3D shape recognition task;weighted features;image features;score vectors;projected image;Score Generation Unit;View Discerning Network;deep neural network;object occlusion","","7","","46","IEEE","17 Aug 2018","","","IEEE","IEEE Journals"
"Mechanics-Aware Modeling of Cloth Appearance","Z. Montazeri; C. Xiao; Y. Fei; C. Zheng; S. Zhao","Department of Computer Science, University of California, Irvine, USA; Columbia University, New York, NY, USA; Columbia University, New York, NY, USA; Columbia University, New York, NY, USA; Department of Computer Science, University of California, Irvine, CA, USA","IEEE Transactions on Visualization and Computer Graphics","24 Nov 2020","2021","27","1","137","150","Micro-appearance models have brought unprecedented fidelity and details to cloth rendering. Yet, these models neglect fabric mechanics: when a piece of cloth interacts with the environment, its yarn and fiber arrangement usually changes in response to external contact and tension forces. Since subtle changes of a fabric's microstructures can greatly affect its macroscopic appearance, mechanics-driven appearance variation of fabrics has been a phenomenon that remains to be captured. We introduce a mechanics-aware model that adapts the microstructures of cloth yarns in a physics-based manner. Our technique works on two distinct physical scales: using physics-based simulations of individual yarns, we capture the rearrangement of yarn-level structures in response to external forces. These yarn structures are further enriched to obtain appearance-driving fiber-level details. The cross-scale enrichment is made practical through a new parameter fitting algorithm for simulation, an augmented procedural yarn model coupled with a custom-design regression neural network. We train the network using a dataset generated by joint simulations at both the yarn and the fiber levels. Through several examples, we demonstrate that our model is capable of synthesizing photorealistic cloth appearance in a mechanically plausible way.","1941-0506","","10.1109/TVCG.2019.2937301","National Science Foundation(grant numbers:1453101,1717178,1813553); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8812922","Cloth appearance;cloth mechanics","Yarn;Fabrics;Computational modeling;Microstructure;Training;Geometry;Neural networks","clothing;clothing industry;fabrics;mechanical contact;neural nets;production engineering computing;regression analysis;rendering (computer graphics);yarn","mechanics-aware modeling;cloth rendering;fiber arrangement;external contact;tension forces;cloth yarn microstructures;physics-based simulations;cross-scale enrichment;photorealistic cloth appearance;fabric mechanics;parameter fitting algorithm;custom-design regression neural network;joint simulations","","7","","36","IEEE","26 Aug 2019","","","IEEE","IEEE Journals"
"Minimizing the Number of Edges via Edge Concentration in Dense Layered Graphs","Y. Onoue; N. Kukimoto; N. Sakamoto; K. Koyamada","Department of Electrical Engineering, Graduate School of Engineering, Kyoto University, Kyoto, Japan; Center for the Promotion of Interdisciplinary Education and Research, Kyoto University, Kyoto, Japan; Department of Computational Science, Graduate School of System Informatics, Kobe University, Kobe, Japan; Academic Center for Computing and Media Studies, Kyoto University, Kyoto, Japan","IEEE Transactions on Visualization and Computer Graphics","28 Apr 2016","2016","22","6","1652","1661","Edge concentration in dense bipartite graphs is a technique for reducing the numbers of edges and edge crossings in graph drawings. The conventional method proposed by Newbery is designed to reduce the number of edge crossings; however, it does not always reduce the number of edges. Reducing the number of edges is also an important factor for improving the readability of graphs. However, no edge concentration method with the explicit purpose of minimizing the number of edges has previously been studied. In this study, we propose a novel, efficient heuristic method for minimizing the number of edges during edge concentration. We demonstrate the efficiency of the proposed method via a comparison using randomly generated graphs. We find that Newbery's method fails to reduce the number of edges when the number of vertices is large. By contrast, the proposed method achieves an average compression ratio of 47 to 82 percent for all generated graph groups. We also present a real-world application of the proposed method using a causality network of biological data.","1941-0506","","10.1109/TVCG.2016.2534519","Ministry of Education, Culture, Sports, Science and Technology; Data Integration and Analysis System; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7422136","Graph drawing;edge concentration;layered drawing;Graph drawing;edge concentration;layered drawing","Bipartite graph;Semantics;Data visualization;Visualization;Software;Heuristic algorithms;Biology","graph theory","dense layered graphs;edge concentration;dense bipartite graphs;edge crossings;graph drawings;heuristic method;Newbery method;biological data","","7","","37","IEEE","29 Feb 2016","","","IEEE","IEEE Journals"
"MixedFusion: Real-Time Reconstruction of an Indoor Scene with Dynamic Objects","H. Zhang; F. Xu","Tsinghua University, Beijing, P. R. China; Tsinghua University, Beijing, P. R. China","IEEE Transactions on Visualization and Computer Graphics","26 Oct 2018","2018","24","12","3137","3146","Real-time indoor scene reconstruction aims to recover the 3D geometry of an indoor scene in real time with a sensor scanning the scene. Previous works of this topic consider pure static scenes, but in this paper, we focus on more challenging cases that the scene contains dynamic objects, for example, moving people and floating curtains, which are quite common in reality and thus are eagerly required to be handled. We develop an end-to-end system using a depth sensor to scan a scene on the fly. By proposing a Sigmoid-based Iterative Closest Point (S-ICP) method, we decouple the camera motion and the scene motion from the input sequence and segment the scene into static and dynamic parts accordingly. The static part is used to estimate the camera rigid motion, while for the dynamic part, graph node-based motion representation and model-to-depth fitting are applied to reconstruct the scene motions. With the camera and scene motions reconstructed, we further propose a novel mixed voxel allocation scheme to handle static and dynamic scene parts with different mechanisms, which helps to gradually fuse a large scene with both static and dynamic objects. Experiments show that our technique successfully fuses the geometry of both the static and dynamic objects in a scene in real time, which extends the usage of the current techniques for indoor scene reconstruction.","1941-0506","","10.1109/TVCG.2017.2786233","National Natural Science Foundation of China(grant numbers:61671268,61727808); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8241434","Scene reconstruction;dynamic reconstruction;single view","Dynamics;Three-dimensional displays;Cameras;Real-time systems;Image reconstruction;Geometry;Solid modeling","cameras;computer vision;graph theory;image fusion;image reconstruction;image representation;image segmentation;image sensors;image sequences;iterative methods;motion estimation;stereo image processing","dynamic objects;scene motion;static scene parts;dynamic scene parts;static objects;real-time reconstruction;real-time indoor scene reconstruction;3D geometry recovery;moving people;floating curtains;depth sensor;scene scanning;sigmoid-based iterative closest point method;camera motion;scene segmentation;camera rigid motion estimation;graph node-based motion representation;model-to-depth fitting;mixed voxel allocation;MixedFusion","","7","","30","IEEE","28 Dec 2017","","","IEEE","IEEE Journals"
"NNWarp: Neural Network-Based Nonlinear Deformation","R. Luo; T. Shao; H. Wang; W. Xu; X. Chen; K. Zhou; Y. Yang","Electrical and Computer Engineering Department, University of New Mexico, NM, USA; School of Computing, University of Leeds, Leeds, United Kingdom; Department of Computer Science and Engineering, Ohio State University, Columbus, OH, USA; State Key Lab of CAD&CG, Zhejiang University, Hangzhou, Zhejiang, China; State Key Lab of CAD&CG, Zhejiang University, Hangzhou, Zhejiang, China; State Key Lab of CAD&CG, Zhejiang University, Hangzhou, Zhejiang, China; Electrical and Computer Engineering Department, University of New Mexico, NM, USA","IEEE Transactions on Visualization and Computer Graphics","27 Feb 2020","2020","26","4","1745","1759","NNWarp is a highly re-usable and efficient neural network (NN) based nonlinear deformable simulation framework. Unlike other machine learning applications such as image recognition, where different inputs have a uniform and consistent format (e.g., an array of all the pixels in an image), the input for deformable simulation is quite variable, high-dimensional, and parametrization-unfriendly. Consequently, even though the neural network is known for its rich expressivity of nonlinear functions, directly using an NN to reconstruct the force-displacement relation for general deformable simulation is nearly impossible. NNWarp obviates this difficulty by partially restoring the force-displacement relation via warping the nodal displacement simulated using a simplistic constitutive model-the linear elasticity. In other words, NNWarp yields an incremental displacement fix per mesh node based on a simplified (therefore incorrect) simulation result other than synthesizing the unknown displacement directly. We introduce a compact yet effective feature vector including geodesic, potential and digression to sort training pairs of per-node linear and nonlinear displacement. NNWarp is robust under different model shapes and tessellations. With the assistance of deformation substructuring, one NN training is able to handle a wide range of 3D models of various geometries. Thanks to the linear elasticity and its constant system matrix, the underlying simulator only needs to perform one pre-factorized matrix solve at each time step, which allows NNWarp to simulate large models in real time.","1941-0506","","10.1109/TVCG.2018.2881451","National Science Foundation(grant numbers:CHS-1717972); AFRL(grant numbers:FA9453-18-2-0022); NSFC(grant numbers:61772462,U1736217); Microsoft Research Asia; NSFC(grant numbers:61732016); Alibaba IDEA Lab; Fundamental Research Funds for the Central Universities(grant numbers:2017YFB1002600); National Science Foundation(grant numbers:CHS-1524992); NSFC(grant numbers:61772024,61732016); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8536417","Neural network;machine learning;data-driven animation;nonlinear regression;deformable model;physics-based simulation","Artificial neural networks;Deformable models;Strain;Computational modeling;Animation;Elasticity","deformation;elasticity;mechanical engineering computing;mesh generation;neural nets;solid modelling","linear elasticity;digression feature vector;potential feature vector;geodesic feature vector;effective feature vector;compact feature vector;incremental displacement fix per mesh node;deformable simulation;highly re-usable and efficient neural network;NNWarp;highly reusable network;deformation substructuring;nodal displacement;force-displacement relation;nonlinear deformable simulation framework;neural network-based nonlinear deformation","","7","","85","IEEE","15 Nov 2018","","","IEEE","IEEE Journals"
"Pointfilter: Point Cloud Filtering via Encoder-Decoder Modeling","D. Zhang; X. Lu; H. Qin; Y. He","State Key Laboratory of Virtual Reality Technology and Systems, Beihang Unviersity, Beijing, China; School of Information Technology, Deakin University, Geelong, Australia; Department of Computer Science, Stony Brook University, Stony Brook, NY, USA; School of Computer Science and Engineering, Nanyang Technological University, Singapore","IEEE Transactions on Visualization and Computer Graphics","29 Jan 2021","2021","27","3","2015","2027","Point cloud filtering is a fundamental problem in geometry modeling and processing. Despite of significant advancement in recent years, the existing methods still suffer from two issues: 1) they are either designed without preserving sharp features or less robust in feature preservation; and 2) they usually have many parameters and require tedious parameter tuning. In this article, we propose a novel deep learning approach that automatically and robustly filters point clouds by removing noise and preserving their sharp features. Our point-wise learning architecture consists of an encoder and a decoder. The encoder directly takes points (a point and its neighbors) as input, and learns a latent representation vector which goes through the decoder to relate the ground-truth position with a displacement vector. The trained neural network can automatically generate a set of clean points from a noisy input. Extensive experiments show that our approach outperforms the state-of-the-art deep learning techniques in terms of both visual quality and quantitative error metrics. The source code and dataset can be found at https://github.com/dongbo-BUAA-VR/Pointfilter.","1941-0506","","10.1109/TVCG.2020.3027069","National Key R&D Program of China(grant numbers:2017YFF0106407); Deakin University(grant numbers:CY01-251301-F003-PJ03906-PG00447); industry Grant(grant numbers:PJ06625); Australian Cancer Research Foundation(grant numbers:20/20); National Natural Science Foundation of China(grant numbers:61532002); National Science Foundation(grant numbers:IIS-0949467,IIS-1047715,IIS-1812606,IIS-1715985,IIS-1049448); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9207844","Automatic point cloud filtering;deep learning;autoencoder;feature-preserving denoising","Three-dimensional displays;Noise measurement;Machine learning;Robustness;Tuning;Network architecture;Filtering","codecs;deep learning (artificial intelligence);image coding;image filtering;neural nets;vectors","geometry modeling;feature preservation;parameter tuning;point-wise learning architecture;clean points;deep learning techniques;point cloud filtering;encoder-decoder modeling;trained neural network;latent representation vector;visual quality;quantitative error metrics;displacement vector","","7","","45","IEEE","28 Sep 2020","","","IEEE","IEEE Journals"
"Reconstructing Open Surfaces via Graph-Cuts","M. Wan; Y. Wang; E. Bae; X. Tai; D. Wang","Nanyang Technological University, Singapore; Nanyang Technological University, Singapore; University of Bergen, Brunsgate; Nanyang Technological University, Singapore and University of Bergen, Brunsgate; Nanyang Technological University, Singapore","IEEE Transactions on Visualization and Computer Graphics","10 Dec 2012","2013","19","2","306","318","A novel graph-cuts-based method is proposed for reconstructing open surfaces from unordered point sets. Through a Boolean operation on the crust around the data set, the open surface problem is translated to a watertight surface problem within a restricted region. Integrating the variational model, Delaunay-based tetrahedral mesh and multiphase technique, the proposed method can reconstruct open surfaces robustly and effectively. Furthermore, a surface reconstruction method with domain decomposition is presented, which is based on the new open surface reconstruction method. This method can handle more general surfaces, such as nonorientable surfaces. The algorithm is designed in a parallel-friendly way and necessary measures are taken to eliminate cracks and conflicts between the subdomains. Numerical examples are included to demonstrate the robustness and effectiveness of the proposed method on watertight, open orientable, open nonorientable surfaces and combinations of such.","1941-0506","","10.1109/TVCG.2012.119","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6197189","Graph cuts;open surface;domain decomposition;Delaunay triangulation","Surface reconstruction;Level set;Surface cracks;Surface treatment;Reconstruction algorithms;Minimization;Robustness","Boolean functions;computer graphics;graph theory;mesh generation","graph-cuts-based method;unordered point sets;Boolean operation;open surface problem;Delaunay-based tetrahedral mesh;multiphase technique;domain decomposition;open surface reconstruction method;open nonorientable surfaces;watertight surfaces","","7","","51","","8 May 2012","","","IEEE","IEEE Journals"
"Structure-aware Fisheye Views for Efficient Large Graph Exploration","Y. Wang; Y. Wang; H. Zhang; Y. Sun; C. -W. Fu; M. Sedlmair; B. Chen; O. Deussen","Shandong University; Shandong University; Shandong University; Shandong University; Chinese University of Hong Kong; VISUSUniversity of Stuttgart; Peking University; Konstanz University, Germany","IEEE Transactions on Visualization and Computer Graphics","7 Dec 2018","2019","25","1","566","575","Traditional fisheye views for exploring large graphs introduce substantial distortions that often lead to a decreased readability of paths and other interesting structures. To overcome these problems, we propose a framework for structure-aware fisheye views. Using edge orientations as constraints for graph layout optimization allows us not only to reduce spatial and temporal distortions during fisheye zooms, but also to improve the readability of the graph structure. Furthermore, the framework enables us to optimize fisheye lenses towards specific tasks and design a family of new lenses: polyfocal, cluster, and path lenses. A GPU implementation lets us process large graphs with up to 15,000 nodes at interactive rates. A comprehensive evaluation, a user study, and two case studies demonstrate that our structure-aware fisheye views improve layout readability and user performance.","1941-0506","","10.1109/TVCG.2018.2864911","National Key Research and Development Plan of China(grant numbers:2016YFB1001404); NSFC(grant numbers:61772315); NSFC-Guangdong Joint(grant numbers:U1501255); Science Challenge Project(grant numbers:TZ2016002); Shandong Provincial Natural Science Foundation(grant numbers:ZR2016FM12); Open Research Fund of Beijing Key Laboratory of Big Data Technology for Food Safety(grant numbers:BUBD-2017KF02); Beijing Technology and Business University the Open Project Program of the State Key Lab of CAD and CG(grant numbers:A1801); Zhejiang University and the Fundamental Research Funds of Shandong University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8440835","Graph Visualization;Focus-Context Technique;Structure-aware Zoom;Graph Layout Technique","Layout;Lenses;Optimization;Task analysis;Distortion;Visualization;Sun","data visualisation;graph theory;lenses;optimisation","graph exploration;edge orientations;spatial temporal distortions;GPU implementation;path lenses;cluster lenses;polyfocal lenses;fisheye lenses;graph structure;fisheye zooms;graph layout optimization;structure-aware fisheye views","","7","","56","IEEE","20 Aug 2018","","","IEEE","IEEE Journals"
"Uncluttering Graph Layouts Using Anisotropic Diffusion and Mass Transport","Y. Frishman; A. Tal","Technion—Israel Institute of Technology, Haifa; Technion—Israel Institute of Technology, Haifa","IEEE Transactions on Visualization and Computer Graphics","17 Jul 2009","2009","15","5","777","788","Many graph layouts include very dense areas, making the layout difficult to understand. In this paper, we propose a technique for modifying an existing layout in order to reduce the clutter in dense areas. A physically inspired evolution process based on a modified heat equation is used to create an improved layout density image, making better use of available screen space. Using results from optimal mass transport problems, a warp to the improved density image is computed. The graph nodes are displaced according to the warp. The warp maintains the overall structure of the graph, thus limiting disturbances to the mental map, while reducing the clutter in dense areas of the layout. The complexity of the algorithm depends mainly on the resolution of the image visualizing the graph and is linear in the size of the graph. This allows scaling the computation according to required running times. It is demonstrated how the algorithm can be significantly accelerated using a graphics processing unit (GPU), resulting in the ability to handle large graphs in a matter of seconds. Results on several layout algorithms and applications are demonstrated.","1941-0506","","10.1109/TVCG.2009.55","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4967578","Graph layout;graph visualization;GPU;anisotropic heat equation;mass transport.","Anisotropic magnetoresistance;Layout;Visualization;Application software;Space heating;Equations;Clustering algorithms;Evolution (biology);Image resolution;Acceleration","computational complexity;data visualisation","uncluttering graph layouts;anisotropic diffusion;optimal mass transport;evolution process;layout density image;graphics processing unit;graph visualization;heat equation","","7","","40","IEEE","26 May 2009","","","IEEE","IEEE Journals"
"4D Light Field Segmentation From Light Field Super-Pixel Hypergraph Representation","X. Lv; X. Wang; Q. Wang; J. Yu","School of Computer Science, Northwestern Polytechnical University, Xi'an, China; School of Computer Science, Northwestern Polytechnical University, Xi'an, China; School of Computer Science, Northwestern Polytechnical University, Xi'an, China; Shanghai Tech University, Shanghai, China","IEEE Transactions on Visualization and Computer Graphics","29 Jul 2021","2021","27","9","3597","3610","Efficient and accurate segmentation of full 4D light fields is an important task in computer vision and computer graphics. The massive volume and the redundancy of light fields make it an open challenge. In this article, we propose a novel light field hypergraph (LFHG) representation using the light field super-pixel (LFSP) for interactive light field segmentation. The LFSPs not only maintain the light field spatio-angular consistency, but also greatly contribute to the hypergraph coarsening. These advantages make LFSPs useful to improve segmentation performance. Based on the LFHG representation, we present an efficient light field segmentation algorithm via graph-cut optimization. Experimental results on both synthetic and real scene data demonstrate that our method outperforms state-of-the-art methods on the light field segmentation task with respect to both accuracy and efficiency.","1941-0506","","10.1109/TVCG.2020.2982158","National Natural Science Foundation of China(grant numbers:61531014,61801396); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9043741","Hypergraph representation;light field segmentation;light field super-pixel;graph-cut optimization","Image segmentation;Optimization;Light fields;Estimation;Cameras;Two dimensional displays;Task analysis","computer vision;graph theory;image representation;image resolution;image segmentation","4D light field segmentation;light field super-pixel hypergraph representation;interactive light field segmentation;LFHG representation;computer vision","","6","","38","IEEE","20 Mar 2020","","","IEEE","IEEE Journals"
"Automatic Optimization of Wayfinding Design","H. Huang; N. -C. Lin; L. Barrett; D. Springer; H. -C. Wang; M. Pomplun; L. -F. Yu","University of Massachusetts Boston, Boston, MA; National Chiao Tung University, Hsinchu, Taiwan; University of Massachusetts Boston, Boston, MA; University of Massachusetts Boston, Boston, MA; National Chiao Tung University, Hsinchu, Taiwan; University of Massachusetts Boston, Boston, MA; University of Massachusetts Boston, Boston, MA","IEEE Transactions on Visualization and Computer Graphics","30 Jul 2018","2018","24","9","2516","2530","Wayfinding signs play an important role in guiding users to navigate in a virtual environment and in helping pedestrians to find their ways in a real-world architectural site. Conventionally, the wayfinding design of a virtual environment is created manually, so as the wayfinding design of a real-world architectural site. The many possible navigation scenarios, as well as the interplay between signs and human navigation, can make the manual design process overwhelming and non-trivial. As a result, creating a wayfinding design for a typical layout can take months to several years. In this paper, we introduce the Way to Go! approach for automatically generating a wayfinding design for a given layout. The designer simply has to specify some navigation scenarios; our approach will automatically generate an optimized wayfinding design with signs properly placed considering human agents' visibility and possibility of making mistakes during a navigation. We demonstrate the effectiveness of our approach in generating wayfinding designs for different layouts such as a train station, a downtown and a canyon. We evaluate our results by comparing different wayfinding designs and show that our optimized wayfinding design can guide pedestrians to their destinations effectively and efficiently. Our approach can also help the designer visualize the accessibility of a destination from different locations, and correct any “blind zone” with additional signs.","1941-0506","","10.1109/TVCG.2017.2761820","UMass Boston StartUp(grant numbers:P20150000029280); Office of the Vice Provost for Research and Strategic Initiatives; Dean of Graduate Studies of UMass Boston; US National Science Foundation(grant numbers:1565978); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8063899","Wayfinding;navigation;procedural modeling;level design;spatial orientation","Navigation;Virtual environments;Visualization;Layout;Games;Optimization;Roads","design;mobile computing;optimisation;pedestrians;traffic engineering computing;virtual reality","wayfinding signs;real-world architectural site;optimized wayfinding design;virtual environment;user navigation;Way to Go!;human agent visibility;pedestrian guidance;automatic optimization;mobile navigation system","","6","","65","IEEE","10 Oct 2017","","","IEEE","IEEE Journals"
"Deep Neural Representation Guided Face Sketch Synthesis","B. Sheng; P. Li; C. Gao; K. -L. Ma","Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Faculty of Information Technology, Macau University of Science and Technology, Macau, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science, University of California, Davis, CA, USA","IEEE Transactions on Visualization and Computer Graphics","28 Oct 2019","2019","25","12","3216","3230","Face sketch synthesis shows great applications in a lot of fields such as online entertainment and suspects identification. Existing face sketch synthesis methods learn the patch-wise sketch style from the training dataset containing photo-sketch pairs. These methods manipulate the whole process directly in the field of RGB space, which unavoidably results in unsmooth noises at patch boundaries. If denoising methods are used, the sketch edges would be blurred and face structures could not be restored. Recent researches of feature maps, which are the outputs of a certain neural network layer, have achieved great success in texture synthesis and artistic image generation. In this paper, we reformulate the face sketch synthesis problem into a neural network feature maps based optimization task. Our results accurately capture the sketch drawing style and make full use of the whole stylistic information hidden in the training dataset. Unlike former feature map based methods, we utilize the Enhanced 3D PatchMatch and cross-layer cost aggregation methods to obtain the target feature maps for the final results. Multiple experiments have shown that our approach imitates hand-drawn sketch style vividly, and has high-quality visual effects on CUHK, AR, XM2VTS and CUFSF face sketch datasets.","1941-0506","","10.1109/TVCG.2018.2866090","National Natural Science Foundation of China(grant numbers:61572316,61671290,61872241); National Key Research and Development Program of China(grant numbers:2016 YFC1300302,2017YFE0104000); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8440073","Non-photorealistic rendering;face sketch synthesis;convolutional neural network (CNN);style transformation","Rendering (computer graphics);Face recognition;Feature extraction;Image restoration;Three-dimensional displays;Noise reduction;Convolutional neural networks","face recognition;feature extraction;image denoising;image representation;neural nets;optimisation","deep neural representation guided face sketch synthesis;patch boundaries;neural network layer;texture synthesis;cross-layer cost aggregation methods;RGB space;unsmooth noises;denoising methods;artistic image generation;Enhanced 3D PatchMatch","Algorithms;Art;Computer Graphics;Databases, Factual;Face;Humans;Image Processing, Computer-Assisted;Neural Networks, Computer","6","","49","IEEE","19 Aug 2018","","","IEEE","IEEE Journals"
"Dynamic Nested Tracking Graphs","J. Lukasczyk; C. Garth; G. H. Weber; T. Biedert; R. Maciejewski; H. Leitte","Technische Universität Kaiserslautern; Technische Universität Kaiserslautern; Lawrence Berkeley National Laboratory, University of California, Davis; NVIDIA Corporation; Arizona State University; Technische Universität Kaiserslautern","IEEE Transactions on Visualization and Computer Graphics","25 Nov 2019","2020","26","1","249","258","This work describes an approach for the interactive visual analysis of large-scale simulations, where numerous superlevel set components and their evolution are of primary interest. The approach first derives, at simulation runtime, a specialized Cinema database that consists of images of component groups, and topological abstractions. This database is processed by a novel graph operation-based nested tracking graph algorithm (GO-NTG) that dynamically computes NTGs for component groups based on size, overlap, persistence, and level thresholds. The resulting NTGs are in turn used in a feature-centered visual analytics framework to query specific database elements and update feature parameters, facilitating flexible post hoc analysis.","1941-0506","","10.1109/TVCG.2019.2934368","DFG; IRTG; U.S. Department of Energy Office of Science; National Nuclear Security Administration; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8854335","Topological Data Analysis;Nested Tracking Graphs;Image Databases;Feature Tracking;Post Hoc Visual Analytics","Databases;Computational modeling;Analytical models;Motion pictures;Vegetation;Visual analytics;Task analysis","data analysis;data visualisation;graph theory;interactive systems;query processing","feature-centered visual analytics framework;flexible post hoc analysis;dynamic nested tracking graphs;interactive visual analysis;large-scale simulations;topological abstractions;superlevel set components;cinema database;graph operation-based nested tracking graph algorithm;query specific database","","6","","35","IEEE","1 Oct 2019","","","IEEE","IEEE Journals"
